143,2,2,1,4306000,2,0,70000,4236000,1
144,1,2,1,3799000,0,8500000,50000,3749000,1
145,2,2,1,4161100,0,10000000,617778,3543322,1
146,2,2,1,3799000,0,41000000,1499722,2299278,1
147,2,2,1,4306000,2,50000000,50000,4256000,1
148,2,2,1,4180000,0,30000000,1319833,2860167,1
149,2,2,1,4129300,2,25000000,50000,4079300,1
150,2,2,1,4339500,0,0,50000,4289500,1
151,1,2,1,3694600,2,0,50000,3644600,1
152,1,2,1,4120200,2,12000000,43100,4077100,1
153,1,2,1,4120200,1,0,50000,4070200,1
154,2,2,1,3957300,2,0,50000,3907300,1
155,2,2,1,3575000,1,0,50000,3525000,1
156,2,2,1,3518500,0,0,130000,3388500,1
157,1,2,1,3107300,2,30000000,50000,3057300,1
158,1,2,1,3107300,0,0,50000,3057300,1
159,2,2,1,3490800,1,7000000,746833,2743967,1
160,2,2,1,3246000,1,15000000,895000,2351000,1
161,1,2,1,3436000,2,0,50000,3386000,1
162,2,2,1,3490800,1,0,50000,3440800,1
163,1,2,1,3107300,0,20000000,673333,2433967,1
164,2,2,1,3436000,1,7000000,50000,3386000,1
165,1,2,1,3490800,2,25000000,861818,2628982,1
166,1,2,1,3395400,1,0,50000,3345400,1
167,2,2,1,3205400,2,0,50000,3155400,1
168,2,2,1,3199900,2,0,50000,3149900,1
169,2,2,1,3302900,0,10000000,50000,3252900,1
170,1,2,1,2942500,1,1000000,178000,2764500,1
171,1,2,1,3302900,1,0,50000,3252900,1
172,1,2,1,2113800,3,50000000,50000,2063800,1
173,2,2,1,4581800,0,5000000,551667,4030133,1
174,1,2,1,3436900,1,28000000,1256778,2180122,1
175,2,2,1,3692600,0,0,50000,3642600,1
176,1,2,1,3692600,1,5000000,65000,3627600,1
177,2,2,1,3598400,1,0,50000,3548400,1
178,2,2,1,3923400,2,32800000,50000,3873400,1
179,1,2,1,3880700,2,10000000,3666667,214033,1
180,1,2,1,3349900,1,25000000,20000,3329900,0
181,2,2,1,3709200,0,22000000,131600,3577600,1
182,2,2,1,2496000,1,5000000,343333,2152667,1
183,2,2,1,2820900,1,0,50000,2770900,1
